;eid;doi;pii;pubmed_id;title;subtype;subtypeDescription;creator;afid;affilname;affiliation_city;affiliation_country;author_count;author_names;author_ids;author_afids;coverDate;coverDisplayDate;publicationName;issn;source_id;eIssn;aggregationType;volume;issueIdentifier;article_number;pageRange;description;authkeywords;citedby_count;openaccess;freetoread;freetoreadLabel;fund_acr;fund_no;fund_sponsor
950;2-s2.0-70349593817;10.7773/cm.v35i3.1470;;;Sediment variations and littoral transport at La Victoria Beach, Cádiz, Spain;ar;Article;Avila-Serrano G.E.;"60016476;60014923;60005618";"Universidad de Cádiz;Universidad Autónoma Metropolitana;Universidad Autónoma de Baja California";"Cadiz;Mexico City;Ensenada";"Spain;Mexico;Mexico";7;"Avila-Serrano, G. E.;Santa Rosa del Río, M. A.;Anfuso-Melfi, G.;Benavente-González, J.;Guardado-France, R.;González-Yajimovich, O.;Velázquez-González, E. K.";"6506504583;35073206200;6602589544;36980973800;15757692700;12140073200;56636821400";"60005618;60005618;60016476;60016476;60005618;60005618;60014923";2009-01-01;2009;Ciencias Marinas;01853880;26806;;Journal;35;3;;259-269;"The evolution of La Victoria Beach, located in the province of Cádiz (Spain), was evaluated from February to October 2004 by comparing the lithology and slope of two beach sections: the northern or Final Victoria (FV) section and the southern or Hotel Victoria (HV) section. Textural parameters and CaCO3 content of 24 sediment samples were obtained, and littoral transport was determined by fluorescent tracers. Topographic profiles were measured every 15 days using a total station during low spring tides. The sediment samples were analyzed by the method of moments and their textural parameters (mean, asymmetry, sorting, and kurtosis) calculated. The textural analysis showed that the sediment in section FV during the study period was moderately well classified and extremely leptokurtic, whereas section HV had two sediment groups: fine sands near the breaker zone and very fine pebbles at the berm; however, the winter period was evident in both sections. The CaCO3 content varied between 3% and 9%, indicating beach instability. The direction of the littoral transport, in agreement with the region's behavior, was NW-SE, and showed a displacement of 130 m at 0.29 m s-1.";Beach profiles | Textural parameter | Winter period;9;1;repositoryvor;Green;;undefined;
951;2-s2.0-70349569224;10.1177/1934578x0900400713;;19731598;Production of honokiol and magnolol in suspension cultures of Magnolia dealbata Zucc;ar;Article;Domínguez F.;"60032442;60024712;60017272;60014923;60008467;121556999";"Universidad Nacional Autónoma de México;Instituto de Ecología, A.C.;Centro de Investigaciones Quimicas;Universidad Autónoma Metropolitana;Instituto Mexicano del Seguro Social;Centro Médico Nacional Siglo XXI (CMN-SXXI)";"Ciudad de México;Xalapa;Cuernavaca;Mexico City;Mexico City;";"Mexico;Mexico;Mexico;Mexico;Mexico;Mexico";6;"Domínguez, Fabiola;Chávez, Marco;Garduño-Ramírez, María Luisa;Chávez-Ávila, Víctor M.;Mata, Martín;Cruz-Sosa, Francisco";"16738773200;7103119191;55993788100;56757059600;8613302900;56013839300";"60008467-60014923;121556999;60017272;60032442;60024712;60014923";2009-01-01;2009;Natural Product Communications;1934578X;17700155034;15559475;Journal;4;7;;939-943;Honokiol and magnolol, important anxiolytic and anti-cancer agents, have been produced in cell-suspension cultures of the endangered Mexican plant Magnolia dealbata Zucc. In vitro cultures of the plant were established, and the accumulation of honokiol and magnolol in callus and cell-suspension cultures was measured. Leaf samples were the best explants for callus establishment and metabolite production, and Murashige and Skoog medium supplemented with 1 mg/L 2, 4-dichlorophenoxyacetic acid and 1 mg/L kinetin yielded 2.3 mg/g of honokiol and 5.9 mg/g of magnolol. Bacterial and fungal contamination was inhibited with a multiple-step tissue sterilization procedure. Oxidation was inhibited with 1 g/L activated charcoal. Cell-suspension batch cultures derived from friable callus obtained from leaves of this species were grown for 30 days in shaker flasks containing Murashige and Skoog medium. Throughout the growth cycle, honokiol and magnolol levels, fresh and dry weight, and sucrose uptake were determined. The effects of carbon source concentration on biomass accumulation and the synthesis of bioactive compounds were studied. By using 3 mL of inocula supplemented with 3% (w/v) sucrose, maximum yields of honokiol (8.1 mg/g) and magnolol (13.4 mg/g) were obtained after 25 days. These yields were 300% and 382%, respectively, of the yields of honokiol and magnolol obtained from field-grown plants.;Anti-tumor compounds | Cell-suspension cultures | Honokiol | Magnolia dealbata Zucc | Magnolol;8;1;publisherfree2read;Bronze;;undefined;
952;2-s2.0-70349226714;;;;Effect of supplementing a enzyme mixture in sorghum+soybean meal diets on apparent ileal amino acid and protein digestibility, metabolizable energy, and productivity in broilers;ar;Article;Domínguez A.D.M.;"60032442;60014923";"Universidad Nacional Autónoma de México;Universidad Autónoma Metropolitana";"Ciudad de México;Mexico City";"Mexico;Mexico";5;"Domínguez, Alma Delia Méndez;Cuevas, Arturo Cortés;Martínez, Benjamín Fuente;Coello, Carlos López;González, Ernesto Avila";"56818492900;26434629000;16052487900;8436859200;34969319100";"60032442;60032442;60014923;60032442;60032442";2009-01-01;January 2009;Tecnica Pecuaria en Mexico;00401889;19200157110;;Journal;47;1;;15-25;"The effect of addition of a commercial enzyme mixture (pectinases, â-glucanases and hemicellulases) to sorghum+soybean meal diets on apparent ileal amino acid and protein digestibility, metabolizable energy and productive performance in broiler was evaluated with two experiments. Both experiments included four treatments: 1. Control, sorghum+soybean meal diet; 2. Control diet + enzymes; 3. Low-nutrient sorghum+soybean meal diet (7% reduction in crude protein (CP), amino acids (AA) and metabolizable energy (ME); and 4. Low-nutrient diet + enzymes. A completely randomized design with a 2 x 2 factorial arrangement was used in both experiments; one factor was diets (control and low-nutrient) and the other factor was addition or not of enzymes. Exp 1 included 240 Ross 308 broiler chicks in a trial from 1 to 21 d of age, and Exp 2 included 280 Ross 308 chicks in a trial from 1 to 49 d of age. At 21 d in Exp 1, weight gain was lower (P<0.05) in the low-nutrient diets but improved with addition of enzymes. Ileal amino acid digestibility and ME was best (3.0% and 6.5% respectively) in the low-nutrient diet with enzymes. At 49 d in Exp 2, weight gain was lower (P<0.05) in the low-nutrient diets but improved with addition of enzymes. Addition of the enzyme mixture improved the nutritional value of sorghum-soybean meal diets for broilers by increasing amino acid digestibility and metabolizable energy. This confirms the possibility of using enzymes to produce lower-cost feeds with adequate nutritional content and growth performance comparable to conventional feeds.";Amino acids | Broiler chickens | Hemicellulases | Ileal digestibility | Metabolizable energy | Pectinases | Performance | Soybean meal;6;0;;;;undefined;
953;2-s2.0-68449092007;10.4081/ijas.2009.271;;;Effects of rumen-protected methionine on milk production of dairy goats;ar;Article;Flores A.;"60033065;60031335;60014923";"Colegio de Postgraduados;Universidad Autonoma de San Luis Potosi;Universidad Autónoma Metropolitana";"Texcoco;San Luis Potosí;Mexico City";"Mexico;Mexico;Mexico";6;"Flores, Adriana;Mendoza, German;Pinos-Rodriguez, Juan Manuel;Plata, Fernando;Vega, Salvador;Bárcena, Ricardo";"57206421007;7006056546;6602784062;9635011500;57189047166;9633092000";"60014923;60014923;60031335;60014923;60014923;60033065";2009-01-01;2009;Italian Journal of Animal Science;15944077;4000151701;;Journal;9;2;;271-275;"Twelve lactating Saanen goats were fed with a total mixed ration (forage:concentrate 67:33) and directly supplemented (administered orally) with 0, 2.5 and 5.0g/head/day of rumen-protected methionine (RPM) for 30d. Body weight was not affected by RPM. There were quadratic (P<0.05) effects on milk yield, fact-corrected milk, energy-corrected milk and milk protein as RPM increased; thus, the highest values of milk yield, fact-corrected milk, energy-corrected milk and milk protein were observed with 2.5g of RPM. Percentage of fat increased quadratically (P<0.05) as RPM doses increased, while fat expressed as grams per day was not affected with RPM. It was possible to improve milk production and milk protein in dairy goats with a daily supplemented dose of 2.5g of RPM. Further studies with more animals should be developed.";Dairy goats | Methionine | Milk composition | Milk yield;23;1;publisherfullgold;Gold;;undefined;
954;2-s2.0-67349165397;10.1016/j.lwt.2009.04.009;S0023643809001194;;Use of an exopolysaccharide-producing strain of Streptococcus thermophilus in the manufacture of Mexican Panela cheese;ar;Article;Jiménez-Guzmán J.;60028381;Universidad Autónoma Metropolitana -Unidad Iztapalapa;Iztapalapa;Mexico;4;"Jiménez-Guzmán, Judith;Flores-Nájera, Angélica;Cruz-Guerrero, Alma E.;García-Garibay, Mariano";"11241277200;26635050100;6506493418;56013568800";"60028381;60028381;60028381;60028381";2009-01-01;November 2009;LWT;00236438;20744;;Journal;42;9;;1508-1512;"An exopolysaccharide (EPS) producing strain of Streptococcus thermophilus was evaluated for the production of Panela cheese using two total solids milk (TSM) concentrations (12.5 and 17.5 g/100 mL). This ropy strain increased cheese yield; nevertheless, with 12.5 TSM the increment was higher than with 17.5 TSM. Analysis of cheese composition showed that with 12.5 TSM, the ropy strain increased moisture, but did not change the fat or non fat solids on dry weight basis (dwb), suggesting that the increment of the yield is only due to water retention. In 17.5 TSM cheeses the ropy strain caused an increase in the moisture and fat (dwb), suggesting that besides water retention, fat also contributed to the yield. The difference in yield increment could be explained by cheese composition: higher fat content creates a more hydrophobic environment, which would expel more water than the cheese with lower fat content. Electron microscopy showed EPS attached to the protein matrix of the cheeses. In 17.5 TSM cheeses EPS was observed around the milk fat globules (MFG), confirming that higher TSM causes EPS to bind the MFG besides binding the protein matrix, retaining fat within the cheese. Sensory evaluation demonstrated that ropy cheeses were softer and creamier. © 2009 Elsevier Ltd. All rights reserved.";Cheese yield | Exopolysacharide producing lactic acid bacteria | Mexican cheese | Ropy culture | Streptococcus thermophilus;40;0;;;IFS;E/1678-3;International Foundation for Science
955;2-s2.0-61649127082;10.1016/j.lwt.2008.12.002;S0023643808003009;;Microstructure and viscoelastic properties of low-fat yoghurt structured by monoglyceride gels;ar;Article;Aguirre-Mandujano E.;"60026100;60014923;60010597;60007909";"Instituto Tecnológico de Veracruz;Universidad Autónoma Metropolitana;Universidad Autónoma de Chapingo;Universidad Veracruzana";"Veracruz;Mexico City;Chapingo;Xalapa";"Mexico;Mexico;Mexico;Mexico";5;"Aguirre-Mandujano, E.;Lobato-Calleros, C.;Beristain, C. I.;Garcia, H. S.;Vernon-Carter, E. J.";"6505894687;6603090042;7003941227;7202282374;7004260997";"60014923-60010597;60010597;60007909;60026100;60014923";2009-01-01;June 2009;LWT;00236438;20744;;Journal;42;5;;938-944;Three monoglyceride gels (MG gels) made up by 5 g of monopalmitin/monostearin blends in ratios of 0.10:0.87, 0.30:0.65 and 0.43:0.50, and 0.05 g of an anionic co-surfactant per 100 mL of water were prepared. Differential Scanning Calorimetry (DSC) results indicated that when cooled below the Krafft temperature (Tkrafft) the three MG gels were predominantly in the α-gel phase, and were used under this condition to prepare three low-fat yoghurt variations (Y0.1MP,0.87MS, Y0.3MP,0.65MS, and Y0.43MP,0.50MS). Scanning electron micrographs showed that Y0.1MP,0.87MS and Y0.3MP,0.65MS structure was characterized by aggregated fused casein micelles, which had attached to their surface MG gels, with comparatively smaller interspaced voids than those showed by the control full-fat yoghurt (Y100). Y0.1MP,0.87MS and Y0.3MP,0.65MS exhibited higher viscoelastic parameters over the whole frequency experimental sweep than Y100, Y0.43MP,0.50MS, and low-fat control yoghurt (Y50). © 2008 Elsevier Ltd. All rights reserved.;Microstructure | Monoglyceride gels | Rheology | Syneresis | Yoghurt;33;0;;;CONACYT;52317-Z;Consejo Nacional de Ciencia y Tecnología
956;2-s2.0-53349168909;10.1016/j.meatsci.2008.07.025;S0309174008002489;;CO<inf>2</inf> stunning may compromise swine welfare compared with electrical stunning;ar;Article;Becerril-Herrera M.;"60028381;60014923;60010210;60004046";"Universidad Autónoma Metropolitana -Unidad Iztapalapa;Universidad Autónoma Metropolitana;Universidad Autónoma Metropolitana Unidad Xochimilco;Universidad Autónoma de Nayarit";"Iztapalapa;Mexico City;Mexico City;Tepic";"Mexico;Mexico;Mexico;Mexico";7;"Becerril-Herrera, M.;Alonso-Spilsbury, M.;Lemus-Flores, C.;Guerrero-Legarreta, I.;Olmos-Hernández, A.;Ramírez-Necoechea, R.;Mota-Rojas, D.";"14033043200;6603136227;14033305200;6602846809;57208824733;6506509663;6506739367";"60014923;60010210;60004046;60028381;60010210;60010210;60010210";2009-01-01;January 2009;Meat Science;03091740;21219;;Journal;81;1;;233-237;"The effects of two different stunning methods on critical blood values in fattening pigs at a federal inspection slaughtering plant were monitored. A total of 658 pigs from the same genetic line and origin, were randomly assigned to 3 treatments: reference baseline levels (resting pigs; T1), stunning with CO2 (T2) and stunned electrically (T3). Energetic profile, acid imbalance and blood gas levels, were monitored. Significant differences (p ≤ 0.05) between treatments for all variables were found, CO2 stunned pigs showed hypercapnia, hypercalcemia, hyperglucemia, lactic acidemia, and an increase in haematocrit, coupled with reduced pH, PO2, and Na; electrically stunned pigs had reduced blood pH, PCO2 and PO2. The remaining indicators were increased in relation to the resting swine. Thus CO2 stunning leads to a major imbalance because of mineral and acid base gaseous interchange, compared to electric stunning, thus possibly compromising animal welfare. © 2008.";Animal welfare | Carbon dioxide electrical | Electronarcosis | Pigs | Stunning;56;0;;;CONACYT;undefined;Consejo Nacional de Ciencia y Tecnología
957;2-s2.0-52949091202;10.1016/j.bbr.2007.11.023;S0166432807006249;18191236;The effects of the 5-HT<inf>6</inf> receptor agonist EMD and the 5-HT<inf>7</inf> receptor agonist AS19 on memory formation;ar;Article;Meneses A.;"60017323;60014923";"Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional;Universidad Autónoma Metropolitana";"Mexico City;Mexico City";"Mexico;Mexico";6;"Meneses, A.;Perez-Garcia, G.;Liy-Salmeron, G.;Flores-Galvez, D.;Castillo, C.;Castillo, E.";"7006114795;57212905639;16202819200;23110039100;7101918587;55993724000";"60017323;60017323;60017323;60014923;60017323;60017323";2008-12-16;16 December 2008;Behavioural Brain Research;01664328;14285;;Journal;195;1;;112-119;"Growing evidence indicates that 5-hydrohytryptamine (5-HT) receptors mediate learning and memory. Particularly interesting are 5-HT6 and 5-HT7 receptors, which are localized in brain areas involved in memory formation. Interestingly, recently selective 5-HT6 and 5-HT7 receptor agonists and antagonists have become available. Previous evidence indicates that 5-HT6 or 5-HT7 receptors antagonists had no effects, improved memory formation and/or reversed amnesia. Herein, the effects of EMD (a 5-HT6 receptor agonist) and AS19 (a 5-HT7 receptor agonist) in the associative learning task of autoshaping were studied. Post-training systemic administration of EMD (1-10 mg/kg) or AS19 (1-10 mg/kg) were tested in short-term memory (STM) and long-term memory (LTM). Results showed that only EMD 5.0 mg/kg impaired both STM and LTM. AS19 at 1-10 mg/kg significantly impaired STM but not LTM. In those groups used to test only LTM, EMD impaired it; while AS19 improved LTM. Moreover, in the interaction experiments, the STM EMD-impairment effect was partially reversed by the selective 5-HT6 receptor antagonist SB-399885 (10 mg/kg). The STM AS19-impairment effect (5.0 mg/kg) was not altered by the selective 5-HT1A antagonist WAY 100635 (0.3 mg/kg) but reversed by the selective 5-HT7 receptor antagonist SB-269970 (10.0 mg/kg). The AS19-SB-269970 combination impaired LTM. Taken together these data suggest that the stimulation of 5-HT6 impaired both STM and LTM. 5-HT7 receptors stimulation impaired STM but improved LTM. And these results are discussed in the context of their possible neural bases. © 2007 Elsevier B.V. All rights reserved.";5-HT receptors | Autoshaping | Memory | Rat;57;0;;;;undefined;
958;2-s2.0-66149184689;10.1016/S0079-6603(08)00407-8;S0079660308004078;19121704;Chapter 7 The Folding Pathway of Triosephosphate Isomerase;re;Review;Zárate-Pérez F.;"60032442;60014923;60000029";"Universidad Nacional Autónoma de México;Universidad Autónoma Metropolitana;Instituto Nacional de Neurología y Neurocirugía";"Ciudad de México;Mexico City;Tlalpan";"Mexico;Mexico;Mexico";3;"Zárate-Pérez, Francisco;Chánez-Cárdenas, María Elena;Vázquez-Contreras, Edgar";"57217945253;6507203629;6602603944";"60032442;60000029;60032442-60014923";2008-12-01;2008;Progress in Nucleic Acid Research and Molecular Biology;00796603;13074;;Book Series;84;;;251-267;;;5;0;;;CONACYT;undefined;Consejo Nacional de Ciencia y Tecnología
959;2-s2.0-56749153373;;;;Presence of antibodies against Brucellosis-leptospirosis and abortions in dairy cows in Mexico;ar;Article;Alejandro C.I.;"60020657;60010210;112274496;112274008";"Universidad de León;Universidad Autónoma Metropolitana Unidad Xochimilco;FMVZ-UNAM;Brovel Laborarotories, SA of CV";"Leon;Mexico City;;";"Spain;Mexico;;";7;"Alejandro, Córdova Izquierdo;Gustavo, Ruiz Lang Claudio;Ivan, Torres Barranca Jorge;Manuel, Xolalpa Campos Victor;Alejandro, Córdova Jiménez Cristian;Silvia, Córdova Jiménez Mary;Katherine, Arancibia Salinas";"56022528500;52963447600;52963975200;52964096800;57215316521;52964586800;52963883600";"60010210;60010210;60010210;60010210;112274008;60020657;112274496";2008-12-01;2008;Journal of Animal and Veterinary Advances;16805593;12300154727;1993601X;Journal;7;12;;1640-1643;"Brucellosis and Leptospirosis, they are infectious illnesses of importance in Mexico, whose main symptomathology is abortion, causing severe economic losses for the dairy industry the country. The objective of the present research was to value the presence of antibodies against Brucellosis and Leptospirosis and its relationship with abortions in a farm in the State of Hidalgo, northeast of Mexico City. Total 44 animals were analyzed; 24 with antecedents of abortions and 20 taken at random without this antecedent. In both types of animals, they were carried out serological tests. The aim was to value, the presence of antibodies against Brucellosis, the agglutination technique was used in card, confirming the results with the technique of Rivanol; for the valuation of antibodies against Leptospirosis, microscopic agglutination was used. The results obtained were: 55% of presence of antibodies against Brucellosis and 46.5% for Leptospirosis in serums coming from animals with antecedents of abortions; in the obtained serums of animals without antecedents of abortions, was 20% of presence of antibodies against Brucellosis and 0% for Leptospirosis. The conclusion was that a relationship exists among Brucellosis, Leptospirosis and abortions in the dairy farm studied. © Medwell Journals, 2008.";Abortions | Antibodies | Brucellosis | Dairy cows | Leptospirosis;0;0;;;;undefined;
960;2-s2.0-55949136131;10.1007/s11250-008-9146-1;;18975132;Effect of ruminally protected methionine on the productive and reproductive performance of grazing Bos indicus heifers raised in the humid tropics of Costa Rica;ar;Article;Alonso L.;"60099123;60071924;60032442;60014923;60003500";"Instituto Tecnológico de Costa Rica;Universidad Nacional de Costa Rica;Universidad Nacional Autónoma de México;Universidad Autónoma Metropolitana;The Ohio State University";"Cartago;Heredia;Ciudad de México;Mexico City;Columbus";"Costa Rica;Costa Rica;Mexico;Mexico;United States";8;"Alonso, L.;Maquivar, M.;Galina, C. S.;Mendoza, G. D.;Guzmán, A.;Estrada, S.;Villareal, M.;Molina, R.";"25821658300;6507956078;7004599978;7006056546;56435568900;7003795646;25822809000;7202381765";"60032442;60003500;60032442;60014923;60032442;60071924;60099123;60099123";2008-12-01;December 2008;Tropical Animal Health and Production;00494747;18937;15737438;Journal;40;8;;667-672;With the objective of evaluating the effect of methionine supplementation prior to a breeding program, thirty one heifers (Bos taurus x Bos indicus) were used averaging 386 ± 29 days of age and a mean body weight of 402.6 ± 28 kg. Fifteen of the animals received a supplement (SG) during 45 days with molasses-urea mixture (2 kg molasses + 407 g urea/head/day), plus 10 g of ruminally protected methionine. The other sixteen heifers did not receive supplement (CG). Fecal and pastures samples were collected to assess dry herbage intake and digestibility. Serial ultrasound measurements from the ovary were performed in both groups to evaluate follicular dynamics. The heifers were categorized according to their follicular size and presence of a CL. Forage intake and dry matter digestibility were reduced (P < 0.05) and body condition tended to improve (P = 0.07) in the supplemented heifers, however, total intake, final weight, daily gain and dorsal back fat were not affected. After the supplementation period, the percentage of females in the categories < 3 mm and 3 to < 6 mm, was greater (P < 0.05) in CG (25% and 43.7%) that in SG (0% and 26.6%) but in the follicle category of ≥ 9 mm, the percentage of animals was 60% in SG and 18.8% in CG (P < 0.05). The percentage of ovulation for the SG and CG was 86.7% and 62.5%, respectively (P < 0.05). The combination of supplementation with methionine-urea and molasses at the end of the dry season and the anticipated onset of the rainy season favored the establishment of ovarian activity and follicular dynamics. © 2008 Springer Science+Business Media B.V.;Heifers | Methionine | Supplementation | Tropics;9;0;repositoryam;Green;;undefined;
961;2-s2.0-53649099619;10.1016/j.euroneuro.2008.08.001;S0924977X0800196X;18805677;Variations in circulating cytokine levels during 52 week course of treatment with SSRI for major depressive disorder;ar;Article;Hernández M.E.;"60019176;60017323;60014923;60010748;60001818";"Instituto Politécnico Nacional;Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional;Universidad Autónoma Metropolitana;Instituto Nacional de Cardiologia Ignacio Chavez;Instituto Nacional de Psiquiatría Ramon de la Fuente";"Mexico City;Mexico City;Mexico City;Tlalpan;Mexico City";"Mexico;Mexico;Mexico;Mexico;Mexico";8;"Hernández, María Eugenia;Mendieta, Danelia;Martínez-Fong, Daniel;Loría, Frida;Moreno, Julia;Estrada, Iris;Bojalil, Rafael;Pavón, Lenin";"55423113900;6504113872;6603766377;23060903500;35582099900;6701421668;6701775532;6603158043";"60001818-60014923;60001818;60017323;60001818;60001818;60019176;60010748;60001818";2008-12-01;December 2008;European Neuropsychopharmacology;0924977X;15576;;Journal;18;12;;917-924;Major depressive disorder (MDD) is a psychiatric condition characterized by hypercortisolism and variations in circulatory cytokines. Previously it has been reported that administration of selective serotonin reuptake inhibitors (SSRI) in MDD patients modify cortisol and cytokine levels but these studies only evaluated changes over a short time period. This work reports the long-term effects of administration of SSRI on the cortisol levels and pro-/anti-inflammatory cytokine profile in a group of MDD patients treated for 52 weeks. A total of 31 patients diagnosed with MDD received anti depressant treatment with SSRI. HDRS and BDI were administered over a year, and levels of interleukin IL-1β, IL-10, IL-2, IFN-γ, IL-4, IL-13, and 24-h urine cortisol were determined at weeks (W) 0, 5, 20, 36 and 52 of treatment. Before treatment we found high levels of cortisol, IL-4, IL-13 (Th2) and IL-10 in MDD patients when compared with healthy volunteers. At W20 psychiatric scales indicated a remission of the depressive episode concomitantly with increments in IL-2 and IL-1β but without changes in cortisol. Towards the end of the treatment (W52) we observed a significant reduction (p < 0.01) in cortisol levels, with an increment in IL-1β and IFN-γ and a decrease in Th2 cytokines. Our results suggest that depressed patients only reach a partial reestablishment of HPA axis function after the long-term administration of SSRI. © 2008 Elsevier B.V. and ECNP.;Cortisol | Cytokines | HDRS | HPA axis | MDD | SSRI;112;0;;;INPRFM;CONACYT-SALUD-2003-C01-14;Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz
962;2-s2.0-53249100311;10.1016/j.procbio.2008.07.004;S1359511308002183;;A laboratory study of the biodegradation of MTBE solubilised in water by a microbial consortium entrapped in a water-in-oil-in-water double emulsion;ar;Article;Pimentel-González D.;"60028381;60027135;60014923";"Universidad Autónoma Metropolitana -Unidad Iztapalapa;Universidad Autónoma del Estado de Hidalgo;Universidad Autónoma Metropolitana";"Iztapalapa;Pachuca;Mexico City";"Mexico;Mexico;Mexico";5;"Pimentel-González, D.;Revah, S.;Campos-Montiel, R.;Monroy-Hermosillo, O.;Vernon-Carter, E. J.";"24559585700;7004330897;6506346023;6701714983;7004260997";"60028381-60027135;60028381-60014923;60027135;60028381;60028381";2008-11-01;November 2008;Process Biochemistry;13595113;16134;;Journal;43;11;;1239-1243;A stable water-in-oil-in-water (W1/O/W2) double emulsion containing in its inner aqueous phase a microbial consortium (60 m gprotein Ldouble emulsion- 1) known to degrade methyl tert-butyl ether (MTBE) was prepared. The primary emulsion (W1/O) had a volume disperse phase (φ{symbol}1) of 0.3 and was stabilized with 8% Span 80. The double emulsion had a volume disperse phase (φ{symbol}2) of 0.3 and was stabilized with 0.2% polyacrylic acid (PAA). A maximum degradation rate of 12.4 m gMTBE gprotein- 1 h- 1 was achieved in a microcosm that contained an initial concentration of 146 m gMTBE Ldouble emulsion- 1. This degradation rate was significantly lower (P < 0.05) than that exhibited by the free cells (48.7 m gMTBE gprotein- 1 h- 1), probably because the encapsulated cells metabolized an ingredient of the double emulsion as carbon source besides MTBE. Nevertheless, our results show that this biodegradation technique has great applicability potential. © 2008 Elsevier Ltd. All rights reserved.;Degradation | Facilitated transport | Microbial consortium | Microcosm | MTBE | W /O/W  double emulsion 1 2;12;0;;;;U45992-Z;
963;2-s2.0-53949116791;;;;Effects of monensin, virginiamycin and sodium bicarbonate on ruminal fermentation and acid-base status in sheep;ar;Article;Candanosa E.;"60032442;60014923";"Universidad Nacional Autónoma de México;Universidad Autónoma Metropolitana";"Ciudad de México;Mexico City";"Mexico;Mexico";4;"Candanosa, E.;Villa-Godoy, A.;Castillo, D. A.;Mendoza, G. D.";"8247781100;6506300541;25229617700;7006056546";"60032442;60032442;60032442;60014923";2008-10-21;2008;Journal of Animal and Veterinary Advances;16805593;12300154727;1993601X;Journal;7;2;;184-189;Four ruminally canulated sheep (55±10 kg initial BW) were used in a 4×4 Latin square design to evaluate the effects of monensin, virginiamycin and sodium bicarbonate on ruminal fermentation and acid-base balance in sheep fed a diet with 60% concentrate (DM basis). Treatments included control, monensin (25 mg d-1 virginamycin (15 mg d-1) and sodium bicarbonate (10 g d-1) intraruminally. Each period included 14 d of adaptation and 4 d of sample collection. Ruminal fluid samples were collected at 0, 2, 4, 6, 8 and 10 h after the additive dose. Blood samples were collected at 0 and 6 h to determine pH, HCO3, pCO2, base excess, electrolytes (Na+, K+, Cl-) and other metabolites (glucose, urea, L-lactate, NEFA). Intake was increased (p<0.05) with virginiamycin in comparison with sodium bicarbonate. Addition of sodium bicarbonate reduced significantly (p<0.05) DM intake. Sheep with monensin showed increased proportion of propionate at time of feeding, while virgmiamycm lowered percentage of acetate in rumen liquor sampled 10 hours after feeding. Protozoa counts were not affected by the additives. Monensin, virginiamycin or sodium bicarbonate did not affected acid base status in sheep. © Medwell Journals, 2008.;Fermentation | Monensin | Sheep | Sodium bicarbonate | Virginiamycin;8;0;;;;undefined;
964;2-s2.0-53949105248;;;;Crotalic venom fraction as promoter of the transfection mechanism of a genic vaccine (Naked DNA) against rabies;ar;Article;Islas A.A.;"60032442;60022848;60017983;60014923";"Universidad Nacional Autónoma de México;UMAE Hospital de Pediatría Centro Medico Nacional Siglo XXI;Instituto Nacional de Investigaciones Forestales, Agricolas y Pecuarias;Universidad Autónoma Metropolitana";"Ciudad de México;Mexico City;Santa Catarina;Mexico City";"Mexico;Mexico;Mexico;Mexico";6;"Islas, Arcelia Alvarado;Trujillo, Ángel Horacio Sandoval;Tenorio Gutiérrez, Víctor R.;Morales, Rogelio Alonso;Villafán, Octavio De Paz;Setién, Álvaro Aguilar";"25230031900;25230493900;25230888700;7201753899;25230718300;6701332750";"60017983;60014923;60017983;60032442;60017983;60022848";2008-10-21;2008;Journal of Animal and Veterinary Advances;16805593;12300154727;1993601X;Journal;7;9;;1045-1055;"The AL27 crotalic fraction is a lectin recognized by cell receptors and then introduced into the cytoplasm. In the present research a new transfection promoter agent for a non viral expression vector was used, using as a model a plasmid expressing the gene that codifies for the G glycoprotein of the rabies virus. The objective was to evaluate the ability of AL27 to increase the rabies plasmid transfection in in vitro and in vivo conditions. The AL27 fraction was isolated from the venom of Agkistrodon piscivorus by HPLC-RP. AL27 maintained its recognition by sialic acid receptors up to a titer of 64 HU. The pC38 plasmid was selected from a panel of 18 clones constructed by inserting the gene that codifies for glycoprotein G of rabies strain HQIMSS99 into the commercial pCI-neo expression vector. In vitro results showed that pC38, with or without AL27, transfected CHO cells under the calcium-phosphate system and using Confocal Microscopy (CM) increased fluorescence (+++) was observed with the mixture pC38/AL27, than with pC38 alone (++). Flow cytometry (FC) revealed expression percentages of 27.78 and 38.66% for pC38 and pC38/AL27, respectively. The in vivo experiment was performed using three groups of BALB/C mice: group 1 was inoculated with pC38 in the tibial muscle; group 2 with pC38 and AL27 and group 3, negative control, with only PBS. Tissues showed the highest expression by CM (+++) when using pC38/AL27. Antibodies detected ranged from 0.75-1.2 international units (IU) mL-1 for pC38 and from 1.1-1.27 IU mL -1 for pC38/AL27. Results showed that AL27 promoted cell entrance mechanisms, generating a better expression level of the gene that codifies for the G glycoprotein of the rabies virus and consequently enhancing the stimulation of the immune response. © Medwell Journals, 2008.";Agkistrodon piscivorus | Hemoagglutinins | Lectins | Plasmids;0;0;;;;undefined;
